kind,freq_hz,band_label,pc,pico,pico_fft,pico_onboard
fft,0.0,,0.0017162191571201933,0.003388691003433141,,
fft,31.25,,0.004566531866013462,0.004276496600123575,,
fft,62.5,,0.01005651350587014,0.007656837009274321,,
fft,93.75,,0.14236847948399392,0.1709181520048936,,
fft,125.0,,0.3054443784303255,0.37382107792986596,,
fft,156.25,,0.19433986920393914,0.22486048137276388,,
fft,187.5,,0.0559265846792057,0.1817238075423184,,
fft,218.75,,0.14539304573289824,3.6875757854828914,,
fft,250.0,,0.33173973867925,9.321499235492476,,
fft,281.25,,0.30704631178827735,6.249453047228172,,
fft,312.5,,0.174140856663141,1.1495477714397535,,
fft,343.75,,0.2608667005399089,2.918929333586172,,
fft,375.0,,0.5078150687965778,6.767053412390931,,
fft,406.25,,0.3676320833912819,4.458496871019851,,
fft,437.5,,0.09090370648622899,0.5237919838796492,,
fft,468.75,,0.0931538913944566,1.0177911826993173,,
fft,500.0,,0.15150988278635635,2.7388567499625753,,
fft,531.25,,0.12698850343128706,2.027422103012429,,
fft,562.5,,0.07806728134821753,0.3915532218354359,,
fft,593.75,,0.07864852398995331,0.5880577757862631,,
fft,625.0,,0.10910838599994031,1.600505100371253,,
fft,656.25,,0.08214445875686573,1.2731384686366205,,
fft,687.5,,0.03675356071323413,0.26829773252722616,,
fft,718.75,,0.04601843880201394,0.21035329309533787,,
fft,750.0,,0.08247590943420623,0.4912369231995128,,
fft,781.25,,0.06747213164699038,0.4072624948960949,,
fft,812.5,,0.034469622137269146,0.135683983698045,,
fft,843.75,,0.041945606878427605,0.19225486896136715,,
fft,875.0,,0.062496921933165694,0.4519342364139094,,
fft,906.25,,0.053413601952455536,0.3867527800345995,,
fft,937.5,,0.03423602194619393,0.14811658442018477,,
fft,968.75,,0.036493779694667196,0.11264868531013038,,
fft,1000.0,,0.05852552693220678,0.11816846813294778,,
fft,1031.25,,0.05889088918398968,0.10999377271925283,,
fft,1062.5,,0.057186150172948605,0.08158134482717386,,
fft,1093.75,,0.06008331319824115,0.09831603033934959,,
fft,1125.0,,0.052385185105482845,0.16439094924082687,,
fft,1156.25,,0.034656883323407786,0.1455828637544817,,
fft,1187.5,,0.02045318834393939,0.054869234445402086,,
fft,1218.75,,0.022759540087549896,0.04556829499575863,,
fft,1250.0,,0.029002709346046176,0.09625330254362524,,
fft,1281.25,,0.028346866113763983,0.10020941894857224,,
fft,1312.5,,0.019802268290545606,0.04589971260969439,,
fft,1343.75,,0.018077652010704194,0.02736568016683348,,
fft,1375.0,,0.02333912044303684,0.03151956583105189,,
fft,1406.25,,0.02417043701009834,0.037742301460510094,,
fft,1437.5,,0.0189287522009375,0.03276208972063628,,
fft,1468.75,,0.017369857978544227,0.04003508521471963,,
fft,1500.0,,0.022972701576011095,0.07109676124173968,,
fft,1531.25,,0.027685633349811316,0.08302368116506444,,
fft,1562.5,,0.02593843173760768,0.051823200229034576,,
fft,1593.75,,0.025995051228052145,0.04809717940553624,,
fft,1625.0,,0.03426669508181059,0.0934678488196684,,
fft,1656.25,,0.03540532880101659,0.10827447891048665,,
fft,1687.5,,0.022491264296142732,0.05634396294593491,,
fft,1718.75,,0.018984507146428575,0.029392029567525433,,
fft,1750.0,,0.026161810302781294,0.046029253304215936,,
fft,1781.25,,0.02771613703990944,0.05798415284069819,,
fft,1812.5,,0.019238939445609945,0.03685201426676072,,
fft,1843.75,,0.016511889323237973,0.029468316822394074,,
fft,1875.0,,0.021380219875221176,0.06151717216624248,,
fft,1906.25,,0.019835321615527247,0.0776550053952876,,
fft,1937.5,,0.013303334279336805,0.05345691503479679,,
fft,1968.75,,0.014014016509281278,0.03220493804177452,,
fft,2000.0,,0.02179233247554078,0.04521893068558068,,
fft,2031.25,,0.02465265772153996,0.09296630761004204,,
fft,2062.5,,0.019329315801791577,0.08367416210649994,,
fft,2093.75,,0.022383833893621762,0.049174215978024995,,
fft,2125.0,,0.04034953867255859,0.08341508754922969,,
fft,2156.25,,0.041461969610845015,0.11636767846352251,,
fft,2187.5,,0.02381596205417926,0.07937709109276875,,
fft,2218.75,,0.024698720008004514,0.09835801569564133,,
fft,2250.0,,0.04847930595287385,0.26515767200086127,,
fft,2281.25,,0.07270611484010356,0.4415008039658232,,
fft,2312.5,,0.08798368826660836,0.3716570792759855,,
fft,2343.75,,0.20892474566659608,0.23471390186228921,,
fft,2375.0,,0.4797591163514433,0.3884770680538032,,
fft,2406.25,,0.5948388465161927,0.676515505480338,,
fft,2437.5,,0.4325154177746877,0.6086445544251512,,
fft,2468.75,,0.5236495266679915,0.4420447530674986,,
fft,2500.0,,0.9312702155777067,0.6473236536839925,,
fft,2531.25,,0.8848327874268612,0.7662882090710406,,
fft,2562.5,,0.459158180423968,0.5349338709200087,,
fft,2593.75,,0.34168982439436185,0.3448593146275138,,
fft,2625.0,,0.4352705579951251,0.48320592100660936,,
fft,2656.25,,0.3826793050786653,0.7416117886377633,,
fft,2687.5,,0.2718705215905121,0.7287198233871575,,
fft,2718.75,,0.2890878761788021,0.5414452505542997,,
fft,2750.0,,0.40476387668858554,0.56432549396018,,
fft,2781.25,,0.3924987961185667,0.5836211587952151,,
fft,2812.5,,0.25357979594881325,0.4458781681925201,,
fft,2843.75,,0.16197882814684944,0.29852931552227585,,
fft,2875.0,,0.16600935160557953,0.2128214228653857,,
fft,2906.25,,0.2369367721615778,0.18178007466648316,,
fft,2937.5,,0.27711598153153433,0.2683844600499162,,
fft,2968.75,,0.33174003282998826,0.4316933019629246,,
fft,3000.0,,0.4631288216213394,0.5520650262858204,,
fft,3031.25,,0.5628678564733278,0.6478486751359558,,
fft,3062.5,,0.49678928417848733,0.6340175850160722,,
fft,3093.75,,0.32415467017494515,0.48281318799896733,,
fft,3125.0,,0.37616181667895,0.49094960462803516,,
fft,3156.25,,0.650204788272407,0.5324121193172386,,
fft,3187.5,,0.6380464100334196,0.5823340193652234,,
fft,3218.75,,0.6036123719664214,0.7605411148037604,,
fft,3250.0,,0.8944377144766998,0.8300770830044886,,
fft,3281.25,,0.9792516833872147,0.9243536906125647,,
fft,3312.5,,0.7299605677812874,1.0512254434415422,,
fft,3343.75,,0.5716573244293319,0.9753302261553285,,
fft,3375.0,,0.5466659621801195,0.8314694894695925,,
fft,3406.25,,0.4665538885950085,0.8484129550922394,,
fft,3437.5,,0.4410476672891888,0.8762242042543348,,
fft,3468.75,,0.5012025842236445,0.8904954188234474,,
fft,3500.0,,0.5328372894617059,0.8986127813308564,,
fft,3531.25,,0.516218347481056,0.890227115795132,,
fft,3562.5,,0.5460764994384925,0.9934458600557309,,
fft,3593.75,,0.5652142549250107,0.9313902632866918,,
fft,3625.0,,0.4663880898539829,0.6329932531295355,,
fft,3656.25,,0.3777544213161477,0.7085578543153448,,
fft,3687.5,,0.4384391839255948,0.7275100378814284,,
fft,3718.75,,0.4011166045730166,0.5860304986925254,,
fft,3750.0,,0.2611833306966161,0.598810500493442,,
fft,3781.25,,0.2303852853373144,0.6639265668132314,,
fft,3812.5,,0.25335106551988407,0.7265965311976134,,
fft,3843.75,,0.24584783453120568,0.8096663973267586,,
fft,3875.0,,0.2348061789875342,0.8591566832537844,,
fft,3906.25,,0.24612469000121695,0.9639886243596274,,
fft,3937.5,,0.24549979546806414,1.0597465342222863,,
fft,3968.75,,0.21570921901068907,0.9665335092884645,,
fft,4000.0,,0.2130012210902206,0.9156718810785863,,
fft,4031.25,,0.25904224448247337,1.0339863036516925,,
fft,4062.5,,0.22706181229491484,0.8815024354863294,,
fft,4093.75,,0.15869745681989428,0.5776110851453307,,
fft,4125.0,,0.12004756778602593,0.4129767961690449,,
fft,4156.25,,0.11496777184615815,0.2870217460209558,,
fft,4187.5,,0.09600452781059517,0.1891397448932667,,
fft,4218.75,,0.05519017062535039,0.15915421866179896,,
fft,4250.0,,0.02568478472181476,0.147645619278696,,
fft,4281.25,,0.01883237497595445,0.15206439277021588,,
fft,4312.5,,0.014779176501078448,0.13057335763884298,,
fft,4343.75,,0.011191678621222848,0.09147288089862804,,
fft,4375.0,,0.01139228835461563,0.07094518876540014,,
fft,4406.25,,0.014307359577592788,0.052464546653297174,,
fft,4437.5,,0.01407292863978764,0.051691875678240434,,
fft,4468.75,,0.011541567522498452,0.052508402425675595,,
fft,4500.0,,0.010786441611993628,0.049822268006098035,,
fft,4531.25,,0.009359475821494267,0.04584252063380487,,
fft,4562.5,,0.009085023381265293,0.04297277313504509,,
fft,4593.75,,0.009044847834047938,0.03789827347895061,,
fft,4625.0,,0.008637437597191495,0.0423174254102748,,
fft,4656.25,,0.007312425874700536,0.044743747008857,,
fft,4687.5,,0.00592915739440134,0.04389209826512745,,
fft,4718.75,,0.006005919373850611,0.044298852852317834,,
fft,4750.0,,0.006200432994366891,0.04105112222859386,,
fft,4781.25,,0.005479811137677816,0.03784734389177881,,
fft,4812.5,,0.005262959872197268,0.037602511460999404,,
fft,4843.75,,0.0053057080850546145,0.03480075215296574,,
fft,4875.0,,0.005544087225144559,0.033054523709020935,,
fft,4906.25,,0.00549860316116995,0.035275839795585316,,
fft,4937.5,,0.009516930697960401,0.03710533136937302,,
fft,4968.75,,0.019849669907062283,0.04827416147204773,,
fft,5000.0,,0.026193828135512544,0.06597001595623737,,
fft,5031.25,,0.0276845314111981,0.07718650327005751,,
fft,5062.5,,0.03293165898326523,0.10034276151881612,,
fft,5093.75,,0.029650902988924026,0.11185474363630976,,
fft,5125.0,,0.02261590752268843,0.09382360138901215,,
fft,5156.25,,0.02847891312534168,0.100035132952334,,
fft,5187.5,,0.039233406664328854,0.1147694722495429,,
fft,5218.75,,0.04072642008084218,0.1175430908208569,,
fft,5250.0,,0.04126504679254464,0.14121264017570923,,
fft,5281.25,,0.04152842288229642,0.1333010418521672,,
fft,5312.5,,0.03600747229271071,0.10357811762922306,,
fft,5343.75,,0.030057731225557462,0.1085160895741769,,
fft,5375.0,,0.032151564836068715,0.107965044758795,,
fft,5406.25,,0.03022233175341604,0.08896931010084758,,
fft,5437.5,,0.02324116284131544,0.07868705327947846,,
fft,5468.75,,0.014721581694402238,0.06290763143720945,,
fft,5500.0,,0.01253655502121158,0.05646433950536295,,
fft,5531.25,,0.009967534943685939,0.05361191575282461,,
fft,5562.5,,0.008223221687597423,0.03959954595762929,,
fft,5593.75,,0.007655332488987517,0.03236623595782517,,
fft,5625.0,,0.00615278246960301,0.0323590010755456,,
fft,5656.25,,0.005107909565726351,0.029225456441838712,,
fft,5687.5,,0.0048224295474873,0.02655440628229413,,
fft,5718.75,,0.0038971953838506843,0.027182116737441423,,
fft,5750.0,,0.0037407723927795253,0.024951838964287345,,
fft,5781.25,,0.005356809706253474,0.02731857121486494,,
fft,5812.5,,0.007442187657047194,0.031733167230755914,,
fft,5843.75,,0.007720151532505742,0.03295073921138319,,
fft,5875.0,,0.007325118002413288,0.033635247348075305,,
fft,5906.25,,0.006677194947741675,0.03861479011794416,,
fft,5937.5,,0.008512484740767967,0.04248015340207388,,
fft,5968.75,,0.009588428190497263,0.042067841606116915,,
fft,6000.0,,0.008877780623399166,0.04203889679419046,,
fft,6031.25,,0.011357039412206466,0.04598789683478753,,
fft,6062.5,,0.01975199720571023,0.04591874954521571,,
fft,6093.75,,0.02732478116921586,0.05301546640036432,,
fft,6125.0,,0.026455441017887736,0.06935980893414598,,
fft,6156.25,,0.02748148930114737,0.07741471641800814,,
fft,6187.5,,0.035045348696316495,0.10168912551550016,,
